"Category"	"p"	"Correlation"	"DB"	"Cat"	"Journals"	"Docs"	"Indicator"
"MATERIALS SCIENCE, CHARACTERIZATION & TESTING - ESCI"	0.0305739017222804	0.912664023465639	"ESCI"	"MATERIALS SCIENCE, CHARACTERIZATION & TESTING"	5	169	"Article Influence Score"
"MATERIALS SCIENCE, MULTIDISCIPLINARY - SCIE"	5.48869351164474e-82	0.817361050431546	"SCIE"	"MATERIALS SCIENCE, MULTIDISCIPLINARY"	336	144134	"Article Influence Score"
"MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE"	7.6155163832969e-13	0.776850267749682	"SCIE"	"MATHEMATICAL & COMPUTATIONAL BIOLOGY"	58	8186	"Article Influence Score"
"MATERIALS SCIENCE, TEXTILES - SCIE"	9.76952114315492e-16	0.970672979193546	"SCIE"	"MATERIALS SCIENCE, TEXTILES"	25	4435	"Article Influence Score"
"MATERIALS SCIENCE, PAPER & WOOD - SCIE"	1.28630133263925e-12	0.960887864904353	"SCIE"	"MATERIALS SCIENCE, PAPER & WOOD"	22	2575	"Article Influence Score"
"MATHEMATICAL & COMPUTATIONAL BIOLOGY - ESCI"	0.00226588792272595	0.870434309391027	"ESCI"	"MATHEMATICAL & COMPUTATIONAL BIOLOGY"	9	399	"Article Influence Score"
"MATERIALS SCIENCE, MULTIDISCIPLINARY - ESCI"	7.69160659944014e-14	0.840690230882941	"ESCI"	"MATERIALS SCIENCE, MULTIDISCIPLINARY"	48	3367	"Article Influence Score"
"MATERIALS SCIENCE, PAPER & WOOD - ESCI"	NA	-1	"ESCI"	"MATERIALS SCIENCE, PAPER & WOOD"	2	53	"Article Influence Score"
"MATERIALS SCIENCE, TEXTILES - ESCI"	0.612870836242773	-0.571309972671593	"ESCI"	"MATERIALS SCIENCE, TEXTILES"	3	60	"Article Influence Score"
"MATHEMATICS - SCIE"	1.61719918233724e-81	0.82010317695769	"SCIE"	"MATHEMATICS"	330	34868	"Article Influence Score"
"MATHEMATICS - ESCI"	1.91776835669317e-11	0.526933779783445	"ESCI"	"MATHEMATICS"	141	6603	"Article Influence Score"
"MECHANICS - SCIE"	6.29504736635244e-11	0.523318295282964	"SCIE"	"MECHANICS"	136	28593	"Article Influence Score"
"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - SCIE"	1.57819645995841e-08	0.5111635938288	"SCIE"	"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS"	108	16147	"Article Influence Score"
"MATHEMATICS, APPLIED - SCIE"	3.56928804176188e-41	0.705264234869986	"SCIE"	"MATHEMATICS, APPLIED"	265	32079	"Article Influence Score"
"MECHANICS - ESCI"	1.16422549560409e-05	0.815775220598331	"ESCI"	"MECHANICS"	20	725	"Article Influence Score"
"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI"	1.7534307938723e-05	0.8196030105407	"ESCI"	"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS"	19	725	"Article Influence Score"
"MATHEMATICS, APPLIED - ESCI"	0.0011623268162211	0.473707316606699	"ESCI"	"MATHEMATICS, APPLIED"	44	1840	"Article Influence Score"
"MEDICINE, GENERAL & INTERNAL - SCIE"	3.66580690571544e-100	0.967241635330588	"SCIE"	"MEDICINE, GENERAL & INTERNAL"	167	32758	"Article Influence Score"
"MEDICAL INFORMATICS - SCIE"	7.71255732051778e-09	0.837773296410266	"SCIE"	"MEDICAL INFORMATICS"	30	6149	"Article Influence Score"
"MEDICAL LABORATORY TECHNOLOGY - SCIE"	2.45432112984816e-08	0.830654935991651	"SCIE"	"MEDICAL LABORATORY TECHNOLOGY"	29	3258	"Article Influence Score"
"MEDICINE, LEGAL - SCIE"	3.38385978081974e-06	0.879052725085589	"SCIE"	"MEDICINE, LEGAL"	17	2213	"Article Influence Score"
"MEDICINE, GENERAL & INTERNAL - ESCI"	3.2098077199392e-41	0.844837941804704	"ESCI"	"MEDICINE, GENERAL & INTERNAL"	147	17374	"Article Influence Score"
"MEDICAL ETHICS - SCIE"	1.20448023703327e-08	0.95297053221205	"SCIE"	"MEDICAL ETHICS"	16	1016	"Article Influence Score"
"MEDICAL INFORMATICS - ESCI"	0.107342619283025	0.795759645020229	"ESCI"	"MEDICAL INFORMATICS"	5	263	"Article Influence Score"
"MEDICAL LABORATORY TECHNOLOGY - ESCI"	0.0119368534233945	0.988063146576606	"ESCI"	"MEDICAL LABORATORY TECHNOLOGY"	4	199	"Article Influence Score"
"MEDICINE, LEGAL - ESCI"	0.00017731448051956	0.989107782316903	"ESCI"	"MEDICINE, LEGAL"	6	159	"Article Influence Score"
"MEDICAL ETHICS - ESCI"	0.0513790941073165	0.948620905892684	"ESCI"	"MEDICAL ETHICS"	4	126	"Article Influence Score"
"BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE"	1.48572080166369e-108	0.900851359704588	"SCIE"	"BIOCHEMISTRY & MOLECULAR BIOLOGY"	296	65058	"Article Influence Score"
"BIOPHYSICS - SCIE"	1.21358203431475e-15	0.775819309399898	"SCIE"	"BIOPHYSICS"	72	12608	"Article Influence Score"
"BIOLOGY - SCIE"	8.34839035822254e-28	0.855931150871277	"SCIE"	"BIOLOGY"	93	15775	"Article Influence Score"
"BIODIVERSITY CONSERVATION - SCIE"	6.68581764256055e-34	0.960468187124529	"SCIE"	"BIODIVERSITY CONSERVATION"	60	6534	"Article Influence Score"
"BIOCHEMISTRY & MOLECULAR BIOLOGY - ESCI"	3.63814684999523e-06	0.904559371801631	"ESCI"	"BIOCHEMISTRY & MOLECULAR BIOLOGY"	15	462	"Article Influence Score"
"BIOLOGY - ESCI"	8.53601193079116e-10	0.939281898782522	"ESCI"	"BIOLOGY"	20	1512	"Article Influence Score"
"BIODIVERSITY CONSERVATION - ESCI"	0.0153563661799626	0.984643633820037	"ESCI"	"BIODIVERSITY CONSERVATION"	4	184	"Article Influence Score"
"BIOPHYSICS - ESCI"	NA	1	"ESCI"	"BIOPHYSICS"	2	27	"Article Influence Score"
"METALLURGY & METALLURGICAL ENGINEERING - SCIE"	2.26173509653822e-32	0.914419085260816	"SCIE"	"METALLURGY & METALLURGICAL ENGINEERING"	80	28123	"Article Influence Score"
"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE"	1.43070819753256e-69	0.94634228409297	"SCIE"	"MEDICINE, RESEARCH & EXPERIMENTAL"	140	32781	"Article Influence Score"
"METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE"	1.64020645729369e-45	0.942317342207658	"SCIE"	"METEOROLOGY & ATMOSPHERIC SCIENCES"	94	16845	"Article Influence Score"
"MEDICINE, RESEARCH & EXPERIMENTAL - ESCI"	6.62505720046807e-13	0.823560275413261	"ESCI"	"MEDICINE, RESEARCH & EXPERIMENTAL"	48	4045	"Article Influence Score"
"METEOROLOGY & ATMOSPHERIC SCIENCES - ESCI"	0.000153665332341448	0.880958233481078	"ESCI"	"METEOROLOGY & ATMOSPHERIC SCIENCES"	12	474	"Article Influence Score"
"METALLURGY & METALLURGICAL ENGINEERING - ESCI"	0.0737079383583366	0.588155932610625	"ESCI"	"METALLURGY & METALLURGICAL ENGINEERING"	10	715	"Article Influence Score"
"MEDIEVAL & RENAISSANCE STUDIES - AHCI"	9.22567190631891e-09	0.746276631039873	"AHCI"	"MEDIEVAL & RENAISSANCE STUDIES"	43	739	"Article Influence Score"
"MEDIEVAL & RENAISSANCE STUDIES - ESCI"	0.0723078351738928	0.303135186482858	"ESCI"	"MEDIEVAL & RENAISSANCE STUDIES"	36	557	"Article Influence Score"
"MICROBIOLOGY - SCIE"	1.23468698167049e-39	0.852845585871618	"SCIE"	"MICROBIOLOGY"	136	26479	"Article Influence Score"
"MINING & MINERAL PROCESSING - SCIE"	2.46903987058104e-10	0.940224204210891	"SCIE"	"MINING & MINERAL PROCESSING"	21	4363	"Article Influence Score"
"MINERALOGY - SCIE"	0.000372134666118248	0.607338712283162	"SCIE"	"MINERALOGY"	30	4458	"Article Influence Score"
"MICROSCOPY - SCIE"	0.240837387524528	0.435914083260609	"SCIE"	"MICROSCOPY"	9	984	"Article Influence Score"
"MICROBIOLOGY - ESCI"	4.24852311006352e-05	0.858195960839155	"ESCI"	"MICROBIOLOGY"	15	1763	"Article Influence Score"
"MINING & MINERAL PROCESSING - ESCI"	0.00454533979513772	0.840532304952407	"ESCI"	"MINING & MINERAL PROCESSING"	9	508	"Article Influence Score"
"MULTIDISCIPLINARY SCIENCES - SCIE"	5.02560634409281e-46	0.97248286496172	"SCIE"	"MULTIDISCIPLINARY SCIENCES"	72	68063	"Article Influence Score"
"NANOSCIENCE & NANOTECHNOLOGY - SCIE"	1.52039897431806e-19	0.736658519621456	"SCIE"	"NANOSCIENCE & NANOTECHNOLOGY"	107	47030	"Article Influence Score"
"NEUROIMAGING - SCIE"	2.04375354637318e-06	0.92584127919116	"SCIE"	"NEUROIMAGING"	14	3480	"Article Influence Score"
"MULTIDISCIPLINARY SCIENCES - ESCI"	8.08706368303104e-28	0.944711223015031	"ESCI"	"MULTIDISCIPLINARY SCIENCES"	56	10024	"Article Influence Score"
"MYCOLOGY - SCIE"	2.52892442939523e-16	0.955084409404844	"SCIE"	"MYCOLOGY"	30	2008	"Article Influence Score"
"MUSIC - AHCI"	3.17081061249662e-10	0.638585612211079	"AHCI"	"MUSIC"	78	1624	"Article Influence Score"
"NANOSCIENCE & NANOTECHNOLOGY - ESCI"	2.52839662160629e-07	0.872412170433065	"ESCI"	"NANOSCIENCE & NANOTECHNOLOGY"	21	808	"Article Influence Score"
"MUSIC - ESCI"	0.000451376889732328	0.58385841465788	"ESCI"	"MUSIC"	32	455	"Article Influence Score"
"NEUROSCIENCES - SCIE"	8.28949065014851e-71	0.830427626760117	"SCIE"	"NEUROSCIENCES"	273	41031	"Article Influence Score"
"NUCLEAR SCIENCE & TECHNOLOGY - SCIE"	2.40696350794375e-13	0.903949845306783	"SCIE"	"NUCLEAR SCIENCE & TECHNOLOGY"	34	10213	"Article Influence Score"
"NURSING - SSCI"	2.3734339233467e-31	0.82370723664646	"SSCI"	"NURSING"	122	10334	"Article Influence Score"
"NURSING - SCIE"	1.10430094212926e-30	0.814928904497719	"SCIE"	"NURSING"	124	10423	"Article Influence Score"
"NURSING - ESCI"	2.66331742635127e-28	0.949293505852273	"ESCI"	"NURSING"	55	2862	"Article Influence Score"
"NEUROSCIENCES - ESCI"	1.84073265374558e-07	0.887281797004932	"ESCI"	"NEUROSCIENCES"	20	771	"Article Influence Score"
"NUCLEAR SCIENCE & TECHNOLOGY - ESCI"	0.0185836651537766	0.837897673975815	"ESCI"	"NUCLEAR SCIENCE & TECHNOLOGY"	7	332	"Article Influence Score"
"ONCOLOGY - SCIE"	1.3273580902754e-133	0.959586994887735	"SCIE"	"ONCOLOGY"	241	49344	"Article Influence Score"
"NUTRITION & DIETETICS - SCIE"	4.04805087977019e-18	0.762297869008355	"SCIE"	"NUTRITION & DIETETICS"	89	15269	"Article Influence Score"
"OBSTETRICS & GYNECOLOGY - SCIE"	2.26540410472121e-30	0.896497311391595	"SCIE"	"OBSTETRICS & GYNECOLOGY"	83	14297	"Article Influence Score"
"OCEANOGRAPHY - SCIE"	1.82941175200522e-14	0.784081597557035	"SCIE"	"OCEANOGRAPHY"	64	9197	"Article Influence Score"
"ONCOLOGY - ESCI"	2.10009247774327e-30	0.927836766175507	"ESCI"	"ONCOLOGY"	69	3445	"Article Influence Score"
"OBSTETRICS & GYNECOLOGY - ESCI"	6.57409462330454e-15	0.904757178124706	"ESCI"	"OBSTETRICS & GYNECOLOGY"	38	1697	"Article Influence Score"
"NUTRITION & DIETETICS - ESCI"	0.00300829892464148	0.674006770713552	"ESCI"	"NUTRITION & DIETETICS"	17	1047	"Article Influence Score"
"OCEANOGRAPHY - ESCI"	NA	1	"ESCI"	"OCEANOGRAPHY"	2	53	"Article Influence Score"
"OPTICS - SCIE"	9.30971689356013e-44	0.929329153704523	"SCIE"	"OPTICS"	99	29624	"Article Influence Score"
"OPHTHALMOLOGY - SCIE"	8.09762416040566e-19	0.855712804770785	"SCIE"	"OPHTHALMOLOGY"	62	10598	"Article Influence Score"
"OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE"	3.36665514301049e-11	0.645553129378365	"SCIE"	"OPERATIONS RESEARCH & MANAGEMENT SCIENCE"	84	12491	"Article Influence Score"
"ORTHOPEDICS - SCIE"	6.31212664793553e-36	0.927473974282953	"SCIE"	"ORTHOPEDICS"	82	15020	"Article Influence Score"
"OPHTHALMOLOGY - ESCI"	3.69724466556191e-07	0.806885468448163	"ESCI"	"OPHTHALMOLOGY"	27	1751	"Article Influence Score"
"ORNITHOLOGY - SCIE"	1.17264853924022e-08	0.848518018867057	"SCIE"	"ORNITHOLOGY"	28	1156	"Article Influence Score"
"OPTICS - ESCI"	1.41825564939402e-06	0.905331281751913	"ESCI"	"OPTICS"	16	2773	"Article Influence Score"
"ORTHOPEDICS - ESCI"	2.92521020650209e-15	0.913824480215799	"ESCI"	"ORTHOPEDICS"	37	2360	"Article Influence Score"
"OPERATIONS RESEARCH & MANAGEMENT SCIENCE - ESCI"	1.22509253554283e-06	0.919739089083782	"ESCI"	"OPERATIONS RESEARCH & MANAGEMENT SCIENCE"	15	566	"Article Influence Score"
"PERIPHERAL VASCULAR DISEASE - SCIE"	2.04659395231723e-39	0.967706967864115	"SCIE"	"PERIPHERAL VASCULAR DISEASE"	65	9734	"Article Influence Score"
"PEDIATRICS - SCIE"	5.77153061595441e-61	0.939554981169117	"SCIE"	"PEDIATRICS"	129	19455	"Article Influence Score"
"PARASITOLOGY - SCIE"	1.57162331989733e-19	0.948319250584379	"SCIE"	"PARASITOLOGY"	38	6358	"Article Influence Score"
"PATHOLOGY - SCIE"	3.42316240189569e-34	0.929368371352444	"SCIE"	"PATHOLOGY"	77	7551	"Article Influence Score"
"OTORHINOLARYNGOLOGY - SCIE"	4.49747917540562e-11	0.805011874775299	"SCIE"	"OTORHINOLARYNGOLOGY"	44	7368	"Article Influence Score"
"PALEONTOLOGY - SCIE"	1.63279205043983e-12	0.787449295970858	"SCIE"	"PALEONTOLOGY"	54	3190	"Article Influence Score"
"PATHOLOGY - ESCI"	0.00574203838373648	0.717683997494429	"ESCI"	"PATHOLOGY"	13	788	"Article Influence Score"
"PERIPHERAL VASCULAR DISEASE - ESCI"	4.07933995489104e-10	0.951310821471763	"ESCI"	"PERIPHERAL VASCULAR DISEASE"	19	560	"Article Influence Score"
"PEDIATRICS - ESCI"	1.12733816335673e-19	0.914282897386108	"ESCI"	"PEDIATRICS"	48	2447	"Article Influence Score"
"PARASITOLOGY - ESCI"	0.343048969042965	0.656951030957035	"ESCI"	"PARASITOLOGY"	4	305	"Article Influence Score"
"OTORHINOLARYNGOLOGY - ESCI"	5.63264014816669e-11	0.987396347706314	"ESCI"	"OTORHINOLARYNGOLOGY"	14	524	"Article Influence Score"
"PHARMACOLOGY & PHARMACY - SCIE"	5.29116164499047e-117	0.92479405369701	"SCIE"	"PHARMACOLOGY & PHARMACY"	276	45294	"Article Influence Score"
"PHARMACOLOGY & PHARMACY - ESCI"	2.44490165694445e-12	0.68176852044183	"ESCI"	"PHARMACOLOGY & PHARMACY"	81	4361	"Article Influence Score"
"PHYSICS, APPLIED - SCIE"	3.31722016389628e-56	0.89148988809643	"SCIE"	"PHYSICS, APPLIED"	160	84364	"Article Influence Score"
"PHILOSOPHY - AHCI"	2.90964309414251e-47	0.821545514499555	"AHCI"	"PHILOSOPHY"	188	7813	"Article Influence Score"
"PHYSICS, APPLIED - ESCI"	9.31281525369235e-06	0.94766589304471	"ESCI"	"PHYSICS, APPLIED"	11	301	"Article Influence Score"
"PHILOSOPHY - ESCI"	1.9790589968118e-10	0.525085689495205	"ESCI"	"PHILOSOPHY"	128	2984	"Article Influence Score"
"PHYSICS, MULTIDISCIPLINARY - SCIE"	4.42285629221098e-34	0.911099942194299	"SCIE"	"PHYSICS, MULTIDISCIPLINARY"	86	24006	"Article Influence Score"
"PHYSICS, CONDENSED MATTER - SCIE"	8.49771161860201e-13	0.732474053588976	"SCIE"	"PHYSICS, CONDENSED MATTER"	69	37873	"Article Influence Score"
"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - SCIE"	3.57960272232532e-06	0.680541847390998	"SCIE"	"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL"	37	18360	"Article Influence Score"
"PHYSICS, PARTICLES & FIELDS - SCIE"	1.68487405923843e-11	0.904552376412291	"SCIE"	"PHYSICS, PARTICLES & FIELDS"	29	13681	"Article Influence Score"
"PHYSICS, MATHEMATICAL - SCIE"	1.23529902049495e-05	0.552265498038319	"SCIE"	"PHYSICS, MATHEMATICAL"	55	11850	"Article Influence Score"
"PHYSICS, FLUIDS & PLASMAS - SCIE"	0.000200889918773594	0.595820598001388	"SCIE"	"PHYSICS, FLUIDS & PLASMAS"	34	9986	"Article Influence Score"
"PHYSICS, NUCLEAR - SCIE"	0.000105417818836269	0.772668894797112	"SCIE"	"PHYSICS, NUCLEAR"	19	5699	"Article Influence Score"
"PHYSIOLOGY - SCIE"	2.92773718520168e-20	0.813203734345307	"SCIE"	"PHYSIOLOGY"	81	10964	"Article Influence Score"
"PHYSIOLOGY - ESCI"	0.239903035539141	0.645023868320997	"ESCI"	"PHYSIOLOGY"	5	361	"Article Influence Score"
"PHYSICS, MULTIDISCIPLINARY - ESCI"	1.65291985236282e-11	0.93042480661796	"ESCI"	"PHYSICS, MULTIDISCIPLINARY"	25	3293	"Article Influence Score"
"PHYSICS, CONDENSED MATTER - ESCI"	0.00976762534274963	0.835693793857423	"ESCI"	"PHYSICS, CONDENSED MATTER"	8	765	"Article Influence Score"
"PHYSICS, FLUIDS & PLASMAS - ESCI"	NA	1	"ESCI"	"PHYSICS, FLUIDS & PLASMAS"	2	323	"Article Influence Score"
"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - ESCI"	0.0579339369314572	0.942066063068543	"ESCI"	"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL"	4	178	"Article Influence Score"
"PHYSICS, NUCLEAR - ESCI"	NA	1	"ESCI"	"PHYSICS, NUCLEAR"	2	234	"Article Influence Score"
"PHYSICS, MATHEMATICAL - ESCI"	0.0566016713519425	0.9960501358298	"ESCI"	"PHYSICS, MATHEMATICAL"	3	75	"Article Influence Score"
"BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE"	6.58372483879426e-84	0.95381883637778	"SCIE"	"BIOTECHNOLOGY & APPLIED MICROBIOLOGY"	159	27735	"Article Influence Score"
"BUSINESS - SSCI"	5.55500801444641e-32	0.775625994517371	"SSCI"	"BUSINESS"	153	12017	"Article Influence Score"
"BIOTECHNOLOGY & APPLIED MICROBIOLOGY - ESCI"	8.13879024688782e-07	0.999263305158636	"ESCI"	"BIOTECHNOLOGY & APPLIED MICROBIOLOGY"	6	1228	"Article Influence Score"
"BUSINESS - ESCI"	7.73138252805955e-31	0.801663769364406	"ESCI"	"BUSINESS"	132	5543	"Article Influence Score"
"PLANT SCIENCES - SCIE"	4.16657405850121e-51	0.788564858511945	"SCIE"	"PLANT SCIENCES"	235	30607	"Article Influence Score"
"POLITICAL SCIENCE - SSCI"	1.82196651185865e-42	0.80256608703511	"SSCI"	"POLITICAL SCIENCE"	183	10478	"Article Influence Score"
"POLITICAL SCIENCE - ESCI"	1.4624218771052e-32	0.851110754541541	"ESCI"	"POLITICAL SCIENCE"	112	3235	"Article Influence Score"
"PLANT SCIENCES - ESCI"	0.00026493311409652	0.790806315249655	"ESCI"	"PLANT SCIENCES"	16	748	"Article Influence Score"
"POETRY - AHCI"	0.329858340812099	0.293826349144831	"AHCI"	"POETRY"	13	124	"Article Influence Score"
"POETRY - ESCI"	0.901606320977906	-0.153941831435987	"ESCI"	"POETRY"	3	41	"Article Influence Score"
"POLYMER SCIENCE - SCIE"	7.9322766288895e-17	0.739983012632396	"SCIE"	"POLYMER SCIENCE"	90	27673	"Article Influence Score"
"PSYCHIATRY - SCIE"	8.81634559941575e-98	0.971149452935662	"SCIE"	"PSYCHIATRY"	156	20459	"Article Influence Score"
"PSYCHIATRY - SSCI"	5.6203468497299e-87	0.967820890820525	"SSCI"	"PSYCHIATRY"	144	16583	"Article Influence Score"
"PRIMARY HEALTH CARE - SCIE"	1.16920224472076e-09	0.952251100458304	"SCIE"	"PRIMARY HEALTH CARE"	18	1407	"Article Influence Score"
"PSYCHIATRY - ESCI"	2.88276878322835e-09	0.813352026940645	"ESCI"	"PSYCHIATRY"	35	993	"Article Influence Score"
"PRIMARY HEALTH CARE - ESCI"	0.172558708952749	0.579661225674679	"ESCI"	"PRIMARY HEALTH CARE"	7	541	"Article Influence Score"
"POLYMER SCIENCE - ESCI"	0.142552545808191	0.857447454191809	"ESCI"	"POLYMER SCIENCE"	4	154	"Article Influence Score"
"PSYCHOLOGY - SCIE"	1.04903117053347e-30	0.911745060001116	"SCIE"	"PSYCHOLOGY"	77	7959	"Article Influence Score"
"PSYCHOLOGY, APPLIED - SSCI"	1.18040592863669e-18	0.786803483704172	"SSCI"	"PSYCHOLOGY, APPLIED"	83	5902	"Article Influence Score"
"PSYCHOLOGY, DEVELOPMENTAL - SSCI"	9.24059246181983e-22	0.841658270128705	"SSCI"	"PSYCHOLOGY, DEVELOPMENTAL"	77	7913	"Article Influence Score"
"PSYCHOLOGY, EDUCATIONAL - SSCI"	1.20986607135962e-17	0.844526135697309	"SSCI"	"PSYCHOLOGY, EDUCATIONAL"	61	3690	"Article Influence Score"
"PSYCHOLOGY, CLINICAL - SSCI"	2.42517567945177e-39	0.860693997029941	"SSCI"	"PSYCHOLOGY, CLINICAL"	130	10779	"Article Influence Score"
"PSYCHOLOGY, BIOLOGICAL - SSCI"	5.74324663167134e-08	0.95961139211911	"SSCI"	"PSYCHOLOGY, BIOLOGICAL"	14	1483	"Article Influence Score"
"PSYCHOLOGY - ESCI"	0.0635551495171815	0.679930519203912	"ESCI"	"PSYCHOLOGY"	8	246	"Article Influence Score"
"PSYCHOLOGY, CLINICAL - ESCI"	0.00099657330719422	0.484397658720567	"ESCI"	"PSYCHOLOGY, CLINICAL"	43	1417	"Article Influence Score"
"PSYCHOLOGY, APPLIED - ESCI"	1.2073553929346e-08	0.848152285975643	"ESCI"	"PSYCHOLOGY, APPLIED"	28	717	"Article Influence Score"
"PSYCHOLOGY, DEVELOPMENTAL - ESCI"	0.0223319657623447	0.741078894497463	"ESCI"	"PSYCHOLOGY, DEVELOPMENTAL"	9	259	"Article Influence Score"
"PSYCHOLOGY, EDUCATIONAL - ESCI"	0.00014411484722703	0.844618691442675	"ESCI"	"PSYCHOLOGY, EDUCATIONAL"	14	484	"Article Influence Score"
"PSYCHOLOGY, BIOLOGICAL - ESCI"	0.0366568905125708	0.963343109487429	"ESCI"	"PSYCHOLOGY, BIOLOGICAL"	4	73	"Article Influence Score"
"PSYCHOLOGY, SOCIAL - SSCI"	6.596941184515e-24	0.89612594599625	"SSCI"	"PSYCHOLOGY, SOCIAL"	65	5106	"Article Influence Score"
"PSYCHOLOGY, MULTIDISCIPLINARY - SSCI"	2.2886727538506e-31	0.791982583683608	"SSCI"	"PSYCHOLOGY, MULTIDISCIPLINARY"	140	13282	"Article Influence Score"
"PSYCHOLOGY, EXPERIMENTAL - SSCI"	0.000510503808857824	0.35714299838884	"SSCI"	"PSYCHOLOGY, EXPERIMENTAL"	91	8763	"Article Influence Score"
"PSYCHOLOGY, MATHEMATICAL - SSCI"	0.00201215996351901	0.771450863613218	"SSCI"	"PSYCHOLOGY, MATHEMATICAL"	13	888	"Article Influence Score"
"PUBLIC ADMINISTRATION - SSCI"	2.33329336805717e-15	0.864761170796003	"SSCI"	"PUBLIC ADMINISTRATION"	48	3199	"Article Influence Score"
"PSYCHOLOGY, PSYCHOANALYSIS - SSCI"	0.17451849799233	0.400961876064003	"SSCI"	"PSYCHOLOGY, PSYCHOANALYSIS"	13	412	"Article Influence Score"
"PUBLIC ADMINISTRATION - ESCI"	3.6189889019339e-07	0.772183721707681	"ESCI"	"PUBLIC ADMINISTRATION"	31	1408	"Article Influence Score"
"PSYCHOLOGY, MULTIDISCIPLINARY - ESCI"	8.22022488443755e-12	0.758525989950516	"ESCI"	"PSYCHOLOGY, MULTIDISCIPLINARY"	57	1595	"Article Influence Score"
"PSYCHOLOGY, SOCIAL - ESCI"	1.51914284014111e-05	0.926226225023532	"ESCI"	"PSYCHOLOGY, SOCIAL"	12	267	"Article Influence Score"
"PSYCHOLOGY, PSYCHOANALYSIS - ESCI"	0.00402669269326016	0.78725773956192	"ESCI"	"PSYCHOLOGY, PSYCHOANALYSIS"	11	260	"Article Influence Score"
"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - SCIE"	1.11190664231318e-51	0.909158020153098	"SCIE"	"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"	133	22684	"Article Influence Score"
"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI"	6.23740132827977e-59	0.882615388909399	"SSCI"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"	176	29707	"Article Influence Score"
"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE"	5.66230066792492e-93	0.935818350225824	"SCIE"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"	203	35136	"Article Influence Score"
"QUANTUM SCIENCE & TECHNOLOGY - SCIE"	0.00225963139868232	0.688149016917604	"SCIE"	"QUANTUM SCIENCE & TECHNOLOGY"	17	2822	"Article Influence Score"
"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI"	1.27481297834543e-16	0.762834398998477	"ESCI"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"	81	5444	"Article Influence Score"
"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING - ESCI"	1.33007719401259e-10	0.747015747631697	"ESCI"	"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING"	53	2841	"Article Influence Score"
"QUANTUM SCIENCE & TECHNOLOGY - ESCI"	0.0118951112938137	0.988104888706186	"ESCI"	"QUANTUM SCIENCE & TECHNOLOGY"	4	214	"Article Influence Score"
"REHABILITATION - SCIE"	2.39236468909501e-18	0.829420520870636	"SCIE"	"REHABILITATION"	68	7562	"Article Influence Score"
"REGIONAL & URBAN PLANNING - SSCI"	1.07518625001306e-06	0.685172076045195	"SSCI"	"REGIONAL & URBAN PLANNING"	40	4020	"Article Influence Score"
"REHABILITATION - SSCI"	2.56874013072289e-10	0.654355957866709	"SSCI"	"REHABILITATION"	74	5776	"Article Influence Score"
"RELIGION - AHCI"	2.03759064531329e-12	0.532157283633759	"AHCI"	"RELIGION"	151	4546	"Article Influence Score"
"REHABILITATION - ESCI"	0.0767618603258495	0.283050073907842	"ESCI"	"REHABILITATION"	40	1332	"Article Influence Score"
"REGIONAL & URBAN PLANNING - ESCI"	0.00684232978083487	0.758231044366691	"ESCI"	"REGIONAL & URBAN PLANNING"	11	308	"Article Influence Score"
"RELIGION - ESCI"	1.98724314968887e-08	0.416343924419424	"ESCI"	"RELIGION"	168	3822	"Article Influence Score"
"RESPIRATORY SYSTEM - SCIE"	7.60709792683218e-48	0.983613454505699	"SCIE"	"RESPIRATORY SYSTEM"	64	9472	"Article Influence Score"
"REMOTE SENSING - SCIE"	1.98151056472936e-12	0.901384505012844	"SCIE"	"REMOTE SENSING"	32	9709	"Article Influence Score"
