"Journal name"	"Category"	"Total Citations"	"2020 JIF"	"2020 JCI"	"5 Year JIF"	"Immediacy Index"	"Eigenfactor"	"Article Influence Score"	"Total Articles"	"DB"	"Cat"
7236	"GEOGRAPHY, PHYSICAL - SCIE"	286	1.698	0.57	1.179	0.565	0	0.181	23	"SCIE"	"GEOGRAPHY, PHYSICAL"
7237	"GEOLOGY - SCIE"	285	1.074	0.42	1.261	0.143	0	0.255	7	"SCIE"	"GEOLOGY"
7238	"GERONTOLOGY - SSCI"	282	0.382	0.09	0.408	0.048	0	0.072	58	"SSCI"	"GERONTOLOGY"
7238	"GERIATRICS & GERONTOLOGY - SCIE"	282	0.382	0.09	0.408	0.048	0	0.072	58	"SCIE"	"GERIATRICS & GERONTOLOGY"
7239	"GEOGRAPHY, PHYSICAL - ESCI"	275	NA	0.38	NA	0.309	0	0.109	55	"ESCI"	"GEOGRAPHY, PHYSICAL"
7240	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	271	NA	0.25	NA	0.32	0	0.219	23	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
3775	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	254	NA	0.18	NA	0.36	0	0.131	47	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7241	"GERONTOLOGY - ESCI"	251	NA	0.22	NA	0.045	0	0.229	19	"ESCI"	"GERONTOLOGY"
7242	"GEOLOGY - SCIE"	240	0.824	0.38	0.862	0.3	0	0.19	20	"SCIE"	"GEOLOGY"
7243	"GEOLOGY - ESCI"	240	NA	0.35	NA	0.438	0	0.562	16	"ESCI"	"GEOLOGY"
7244	"GEOLOGY - ESCI"	237	NA	0.18	NA	0.016	0	0.048	55	"ESCI"	"GEOLOGY"
7245	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	237	NA	0.79	NA	0.4	0.001	1.262	19	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7246	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	235	NA	0.31	NA	1	0	0.577	31	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7247	"GERIATRICS & GERONTOLOGY - ESCI"	227	NA	0.08	NA	0.049	0	0.092	59	"ESCI"	"GERIATRICS & GERONTOLOGY"
7248	"GERIATRICS & GERONTOLOGY - ESCI"	224	NA	0.28	NA	0.676	0	0.264	27	"ESCI"	"GERIATRICS & GERONTOLOGY"
7249	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	224	1.778	0.6	2.854	0.75	0	0.945	23	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7250	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	218	NA	0.19	NA	0.222	0	0.134	45	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7251	"GEOLOGY - ESCI"	212	NA	0.94	NA	0.744	0.001	0.817	38	"ESCI"	"GEOLOGY"
6867	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	211	1.636	0.31	1.207	0.182	0	0.299	11	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7252	"GEOLOGY - SCIE"	207	0.367	0.27	0.784	0	0	0.25	12	"SCIE"	"GEOLOGY"
7253	"GERIATRICS & GERONTOLOGY - ESCI"	202	NA	0.16	NA	0.474	0	0.145	38	"ESCI"	"GERIATRICS & GERONTOLOGY"
7254	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	202	NA	0.47	NA	0.237	0	0.18	36	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7255	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	199	NA	0.1	NA	0.16	0	0.05	49	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7256	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	198	NA	0.18	NA	0.767	0	0.166	27	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7257	"GERIATRICS & GERONTOLOGY - ESCI"	191	NA	0.12	NA	0.069	0	0.088	27	"ESCI"	"GERIATRICS & GERONTOLOGY"
7258	"GEOLOGY - ESCI"	188	NA	0.13	NA	0.048	0	0.087	63	"ESCI"	"GEOLOGY"
7259	"GEOGRAPHY, PHYSICAL - ESCI"	187	NA	0.09	NA	0.039	0	0.053	50	"ESCI"	"GEOGRAPHY, PHYSICAL"
7260	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	185	NA	0.53	NA	0.63	0.001	0.853	23	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7261	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	184	NA	0.43	NA	0.25	0	0.36	24	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7262	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	182	NA	0.16	NA	0	0	0.207	10	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7263	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	169	NA	0.22	NA	0.2	0	0.179	10	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7264	"GEOLOGY - ESCI"	168	NA	0.19	NA	0.12	0	0.189	24	"ESCI"	"GEOLOGY"
7265	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	163	NA	0.17	NA	0.44	0	0.156	25	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7266	"GEOLOGY - SCIE"	158	0.469	0.27	0.653	0.063	0	0.141	16	"SCIE"	"GEOLOGY"
7267	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	153	NA	0.39	NA	0.593	0	0.302	26	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
3801	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	147	NA	0.25	NA	0.535	0	0.208	40	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7268	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	144	NA	0.16	NA	0.17	0	0.12	47	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7269	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - SCIE"	133	4.524	0.55	4.524	1.407	0	0.633	17	"SCIE"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
4939	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	112	0.086	0.22	0.389	0	0	0.205	7	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7270	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	105	NA	0.46	NA	0.176	0	0.625	17	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7271	"GEOGRAPHY, PHYSICAL - ESCI"	103	NA	0.22	NA	0.444	0	0.184	9	"ESCI"	"GEOGRAPHY, PHYSICAL"
7272	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	92	NA	0.14	NA	0.5	0	0.11	27	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7273	"GEOLOGY - ESCI"	89	NA	0.2	NA	0	0	0.185	8	"ESCI"	"GEOLOGY"
7274	"GEOGRAPHY, PHYSICAL - ESCI"	87	NA	0.17	NA	0.333	0	0.317	3	"ESCI"	"GEOGRAPHY, PHYSICAL"
7275	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	82	NA	0.29	NA	NA	0	0.438	NA	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7276	"GEOLOGY - ESCI"	82	NA	0.18	NA	0.059	0	0.211	17	"ESCI"	"GEOLOGY"
7277	"GEOLOGY - ESCI"	79	NA	0.08	NA	0.023	0	0.03	43	"ESCI"	"GEOLOGY"
7278	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	76	1.879	0.36	1.909	0.282	0	0.585	38	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7279	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	76	NA	0.21	NA	0.128	0	0.122	39	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7280	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	75	0.233	0.18	0.253	0.143	0	0.085	21	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7281	"GERONTOLOGY - ESCI"	74	NA	0.12	NA	0.027	0	0.091	21	"ESCI"	"GERONTOLOGY"
7282	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	72	NA	0.21	NA	0	0	0.331	13	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7283	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	68	NA	0.03	NA	0	0	0.043	4	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7284	"GERIATRICS & GERONTOLOGY - ESCI"	68	NA	0.11	NA	0	0	0.147	1	"ESCI"	"GERIATRICS & GERONTOLOGY"
7285	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	68	NA	0.11	NA	0.048	0	0.088	20	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7286	"GERONTOLOGY - ESCI"	63	NA	0.12	NA	0.455	0	0.129	11	"ESCI"	"GERONTOLOGY"
5948	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	63	NA	0.17	NA	0.118	0	0.163	17	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7287	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	63	NA	0.06	NA	0	0	0.052	12	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7288	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	59	NA	0.12	NA	0.068	0	0.079	73	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7289	"GEOSCIENCES, MULTIDISCIPLINARY - SCIE"	58	0.5	0.25	0.474	0.214	0	0.134	14	"SCIE"	"GEOSCIENCES, MULTIDISCIPLINARY"
7290	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	54	NA	0.28	NA	0.667	0	0.246	2	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
5953	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	52	NA	0.02	NA	0	0	0.021	10	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7291	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	46	NA	0.03	NA	0.063	0	0.006	158	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7292	"GEOLOGY - ESCI"	45	NA	0.74	NA	0.563	0	0.502	16	"ESCI"	"GEOLOGY"
7293	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	41	NA	0.06	NA	0.048	0	0.069	20	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7294	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	39	NA	0.1	NA	0.098	0	0.13	41	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7295	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	37	NA	0.04	NA	0	0	0.01	8	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7296	"GERIATRICS & GERONTOLOGY - ESCI"	33	NA	0.16	NA	0.65	0	0.136	17	"ESCI"	"GERIATRICS & GERONTOLOGY"
7297	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY - ESCI"	33	NA	0.47	NA	0.087	0	0.155	18	"ESCI"	"GREEN & SUSTAINABLE SCIENCE & TECHNOLOGY"
7298	"GERONTOLOGY - ESCI"	33	NA	0.26	NA	0.5	0	0.174	8	"ESCI"	"GERONTOLOGY"
7299	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	32	NA	0.04	NA	0.071	0	0.061	14	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7300	"GEOLOGY - ESCI"	28	NA	0.09	NA	0.071	0	0.011	14	"ESCI"	"GEOLOGY"
7301	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	27	NA	0.05	NA	0.024	0	0.075	41	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7302	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	23	NA	0.06	NA	0.056	0	0.02	18	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7303	"GEOLOGY - ESCI"	16	NA	0.51	NA	0.167	0	0.495	6	"ESCI"	"GEOLOGY"
7304	"GEOSCIENCES, MULTIDISCIPLINARY - ESCI"	16	NA	0.02	NA	0	0	0.046	97	"ESCI"	"GEOSCIENCES, MULTIDISCIPLINARY"
7305	"GEOGRAPHY, PHYSICAL - ESCI"	14	NA	0.12	NA	0	0	0.2	5	"ESCI"	"GEOGRAPHY, PHYSICAL"
7306	"GEOLOGY - ESCI"	14	NA	0.07	NA	0	0	0.008	18	"ESCI"	"GEOLOGY"
7307	"GEOLOGY - SCIE"	5	NA	NA	NA	0	0	0	5	"SCIE"	"GEOLOGY"
7308	"HEMATOLOGY - SCIE"	200028	23.629	3.22	20.107	5.811	0.187	6.438	434	"SCIE"	"HEMATOLOGY"
7309	"HEMATOLOGY - SCIE"	65426	17.367	3.54	20.805	8.267	0.069	6.26	180	"SCIE"	"HEMATOLOGY"
7310	"HEMATOLOGY - SCIE"	38416	8.313	1.72	7.543	2.329	0.028	2.081	211	"SCIE"	"HEMATOLOGY"
7311	"HEALTH CARE SCIENCES & SERVICES - SCIE"	36224	6.437	1.71	7.302	2.422	0.028	3.015	160	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7312	"HEMATOLOGY - SCIE"	34181	11.528	2.22	11.37	4.805	0.046	3.697	329	"SCIE"	"HEMATOLOGY"
7313	"HEMATOLOGY - SCIE"	31002	6.998	1.05	6.455	4.272	0.03	1.991	417	"SCIE"	"HEMATOLOGY"
7314	"HEMATOLOGY - SCIE"	29353	5.824	1.13	5.935	16.157	0.023	1.817	340	"SCIE"	"HEMATOLOGY"
7315	"HEALTH CARE SCIENCES & SERVICES - SCIE"	26729	5.128	1.48	6.07	1.864	0.029	2.579	521	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7316	"HEALTH CARE SCIENCES & SERVICES - SCIE"	26102	5.428	1.55	7.255	1.35	0.039	1.865	1126	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7317	"HEALTH CARE SCIENCES & SERVICES - SCIE"	25956	2.655	0.82	3.297	0.419	0.042	0.987	1038	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7318	"HEMATOLOGY - SCIE"	23968	6.277	1.31	6.841	1.993	0.018	1.652	132	"SCIE"	"HEMATOLOGY"
7319	"HEALTH CARE SCIENCES & SERVICES - SCIE"	23771	2.983	1.27	4.387	0.749	0.017	1.935	167	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7319	"HEALTH POLICY & SERVICES - SSCI"	23771	2.983	1.27	4.387	0.749	0.017	1.935	167	"SSCI"	"HEALTH POLICY & SERVICES"
7320	"HEMATOLOGY - SCIE"	23612	9.941	1.51	9.754	5.936	0.034	3.148	215	"SCIE"	"HEMATOLOGY"
3375	"HEALTH CARE SCIENCES & SERVICES - SCIE"	22828	6.893	2.14	7.564	3.04	0.028	2.708	236	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
3376	"HEMATOLOGY - SCIE"	22732	6.2	1.43	6.705	2.381	0.02	1.782	263	"SCIE"	"HEMATOLOGY"
7321	"HEALTH POLICY & SERVICES - SSCI"	22444	6.301	2.32	7.034	2.907	0.047	3.84	214	"SSCI"	"HEALTH POLICY & SERVICES"
7321	"HEALTH CARE SCIENCES & SERVICES - SCIE"	22444	6.301	2.32	7.034	2.907	0.047	3.84	214	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7322	"HEMATOLOGY - SCIE"	21186	4.962	0.8	5.275	1.367	0.016	1.448	215	"SCIE"	"HEMATOLOGY"
7323	"HEMATOLOGY - SCIE"	19924	5.723	1.21	5.374	4.25	0.018	1.602	180	"SCIE"	"HEMATOLOGY"
7324	"HEALTH POLICY & SERVICES - SSCI"	19584	4.147	1.19	4.072	0.648	0.018	1.173	375	"SSCI"	"HEALTH POLICY & SERVICES"
7324	"HEALTH CARE SCIENCES & SERVICES - SCIE"	19584	4.147	1.19	4.072	0.648	0.018	1.173	375	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7325	"HEALTH CARE SCIENCES & SERVICES - SCIE"	18290	3.603	1.12	3.958	0.93	0.023	0.999	868	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7326	"HEMATOLOGY - SCIE"	17149	5.742	1.22	5.772	1.872	0.026	1.691	315	"SCIE"	"HEMATOLOGY"
7327	"HEMATOLOGY - SCIE"	16801	5.483	1.01	5.509	2.401	0.015	1.626	285	"SCIE"	"HEMATOLOGY"
7328	"HEALTH CARE SCIENCES & SERVICES - SCIE"	16558	4.615	1.28	5.26	0.669	0.018	1.978	262	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7329	"HEMATOLOGY - SCIE"	16276	3.944	0.76	3.661	9.455	0.016	1.038	243	"SCIE"	"HEMATOLOGY"
7330	"HEMATOLOGY - SCIE"	16078	3.167	0.79	3.347	1.093	0.021	1.008	517	"SCIE"	"HEMATOLOGY"
7331	"HEMATOLOGY - SCIE"	15763	3.157	0.69	3.178	1.021	0.014	0.755	431	"SCIE"	"HEMATOLOGY"
7332	"HEMATOLOGY - SCIE"	15239	10.047	1.58	7.954	6.559	0.023	2.504	174	"SCIE"	"HEMATOLOGY"
7333	"HEALTH CARE SCIENCES & SERVICES - SCIE"	15063	3.612	1.11	4.556	2.947	0.016	1.378	246	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7334	"HEALTH CARE SCIENCES & SERVICES - SCIE"	14750	7.327	2.12	8.708	1.515	0.02	2.689	69	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7334	"HEALTH POLICY & SERVICES - SSCI"	14750	7.327	2.12	8.708	1.515	0.02	2.689	69	"SSCI"	"HEALTH POLICY & SERVICES"
3404	"HEALTH CARE SCIENCES & SERVICES - SCIE"	14132	6.251	2.13	7.216	3.028	0.012	2.359	153	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7335	"HEALTH POLICY & SERVICES - SSCI"	13896	3.084	1.05	3.577	1.295	0.013	1.227	179	"SSCI"	"HEALTH POLICY & SERVICES"
2114	"HEALTH CARE SCIENCES & SERVICES - SCIE"	12643	5.728	1.67	6.934	0.935	0.018	2.259	151	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
2114	"HEALTH POLICY & SERVICES - SSCI"	12643	5.728	1.67	6.934	0.935	0.018	2.259	151	"SSCI"	"HEALTH POLICY & SERVICES"
7336	"HEALTH POLICY & SERVICES - SSCI"	12376	3.186	1.08	3.952	0.458	0.012	1.091	346	"SSCI"	"HEALTH POLICY & SERVICES"
7336	"HEALTH CARE SCIENCES & SERVICES - SCIE"	12376	3.186	1.08	3.952	0.458	0.012	1.091	346	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
3418	"HEALTH CARE SCIENCES & SERVICES - SCIE"	12121	3.65	1.46	4.257	1.87	0.011	1.276	235	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
547	"HEALTH CARE SCIENCES & SERVICES - SCIE"	12078	4.497	1.43	5.178	3.074	0.017	1.794	209	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7337	"HEMATOLOGY - SCIE"	10934	6.312	0.89	6.227	1.989	0.014	1.485	0	"SCIE"	"HEMATOLOGY"
7338	"HEMATOLOGY - SCIE"	10905	3.28	0.57	3.075	0.943	0.012	0.807	368	"SCIE"	"HEMATOLOGY"
7339	"HEMATOLOGY - SCIE"	10615	17.388	2.41	12.642	3.071	0.018	2.706	66	"SCIE"	"HEMATOLOGY"
7340	"HEALTH POLICY & SERVICES - SSCI"	9969	3.402	1.19	3.615	0.617	0.013	1.72	139	"SSCI"	"HEALTH POLICY & SERVICES"
7340	"HEALTH CARE SCIENCES & SERVICES - SCIE"	9969	3.402	1.19	3.615	0.617	0.013	1.72	139	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
1097	"HEMATOLOGY - SCIE"	9491	3.454	1.07	3.826	2.62	0.01	1.013	161	"SCIE"	"HEMATOLOGY"
7341	"HEMATOLOGY - SCIE"	9332	3.272	0.91	3.885	1.475	0.007	0.8	133	"SCIE"	"HEMATOLOGY"
2127	"HEALTH POLICY & SERVICES - SSCI"	9142	3.883	1.42	5.582	0.8	0.015	3.342	85	"SSCI"	"HEALTH POLICY & SERVICES"
2127	"HEALTH CARE SCIENCES & SERVICES - SCIE"	9142	3.883	1.42	5.582	0.8	0.015	3.342	85	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7342	"HEALTH CARE SCIENCES & SERVICES - SCIE"	9060	2.98	0.99	3.481	0.751	0.01	1.161	134	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7342	"HEALTH POLICY & SERVICES - SSCI"	9060	2.98	0.99	3.481	0.751	0.01	1.161	134	"SSCI"	"HEALTH POLICY & SERVICES"
7343	"HEALTH POLICY & SERVICES - SSCI"	8406	2.32	0.82	2.752	0.647	0.012	0.898	411	"SSCI"	"HEALTH POLICY & SERVICES"
7344	"HEALTH CARE SCIENCES & SERVICES - SCIE"	8370	2.947	0.96	3.47	0.87	0.01	1.099	287	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7345	"HEMATOLOGY - SCIE"	8118	6.799	1.31	6.881	1.644	0.027	2.556	573	"SCIE"	"HEMATOLOGY"
7346	"HEALTH CARE SCIENCES & SERVICES - SCIE"	8017	4.46	1.22	3.951	1.766	0.009	0.736	142	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7347	"HEMATOLOGY - SCIE"	7988	4.287	0.69	4.011	1.163	0.007	0.919	194	"SCIE"	"HEMATOLOGY"
2133	"HEALTH POLICY & SERVICES - SSCI"	7932	3.046	1.12	3.429	0.368	0.011	1.598	173	"SSCI"	"HEALTH POLICY & SERVICES"
2133	"HEALTH CARE SCIENCES & SERVICES - SCIE"	7932	3.046	1.12	3.429	0.368	0.011	1.598	173	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7348	"HEMATOLOGY - SCIE"	7813	3.673	0.67	3.541	1.172	0.01	0.93	293	"SCIE"	"HEMATOLOGY"
7349	"HEMATOLOGY - SCIE"	7694	5.414	0.98	4.97	1.333	0.007	1.066	74	"SCIE"	"HEMATOLOGY"
7350	"HEALTH CARE SCIENCES & SERVICES - SCIE"	7694	4.773	1.33	6.111	0.885	0.015	1.371	484	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
571	"HEALTH CARE SCIENCES & SERVICES - SCIE"	7651	4.046	1.13	4.768	0.846	0.01	1.223	176	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7351	"HEALTH CARE SCIENCES & SERVICES - SCIE"	7335	7.035	2.26	8.39	2.551	0.014	3.02	85	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7351	"HEALTH POLICY & SERVICES - SSCI"	7335	7.035	2.26	8.39	2.551	0.014	3.02	85	"SSCI"	"HEALTH POLICY & SERVICES"
7352	"HEALTH CARE SCIENCES & SERVICES - SCIE"	7332	4.762	1.45	5.657	1.124	0.009	1.658	98	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7353	"HEALTH POLICY & SERVICES - SSCI"	7191	2.038	0.71	2.775	0.938	0.005	0.868	95	"SSCI"	"HEALTH POLICY & SERVICES"
7353	"HEALTH CARE SCIENCES & SERVICES - SCIE"	7191	2.038	0.71	2.775	0.938	0.005	0.868	95	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7354	"HEMATOLOGY - SCIE"	7027	3.156	0.54	2.683	1.527	0.006	0.688	65	"SCIE"	"HEMATOLOGY"
7355	"HEALTH CARE SCIENCES & SERVICES - SCIE"	6820	4.014	1.27	5.613	0.639	0.009	2.078	62	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7356	"HEALTH CARE SCIENCES & SERVICES - SCIE"	6654	3.021	1.08	3.265	0.615	0.016	1.711	253	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
2139	"HEALTH POLICY & SERVICES - SSCI"	6544	4.981	1.29	5.735	1.228	0.009	1.788	74	"SSCI"	"HEALTH POLICY & SERVICES"
2139	"HEALTH CARE SCIENCES & SERVICES - SCIE"	6544	4.981	1.29	5.735	1.228	0.009	1.788	74	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7357	"HEALTH POLICY & SERVICES - SSCI"	6543	3.344	1.13	3.902	0.798	0.011	1.458	101	"SSCI"	"HEALTH POLICY & SERVICES"
7357	"HEALTH CARE SCIENCES & SERVICES - SCIE"	6543	3.344	1.13	3.902	0.798	0.011	1.458	101	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7358	"HEALTH POLICY & SERVICES - SSCI"	6391	2.583	0.86	3.602	0.619	0.007	1.575	74	"SSCI"	"HEALTH POLICY & SERVICES"
7358	"HEALTH CARE SCIENCES & SERVICES - SCIE"	6391	2.583	0.86	3.602	0.619	0.007	1.575	74	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7359	"HEALTH CARE SCIENCES & SERVICES - SCIE"	6307	3.536	1.13	3.898	2.093	0.007	1.043	311	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7360	"HEALTH POLICY & SERVICES - SSCI"	6101	3.198	1.36	3.434	0.882	0.008	0.959	416	"SSCI"	"HEALTH POLICY & SERVICES"
7361	"HEMATOLOGY - SCIE"	5972	3.084	0.74	3.086	0.835	0.005	0.99	73	"SCIE"	"HEMATOLOGY"
7362	"HEMATOLOGY - SCIE"	5815	2.997	0.6	2.817	0.975	0.006	0.744	167	"SCIE"	"HEMATOLOGY"
7363	"HEALTH CARE SCIENCES & SERVICES - SCIE"	5408	2.431	0.72	2.256	0.863	0.005	0.656	262	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7364	"HEMATOLOGY - SCIE"	5313	4.18	0.91	4.134	3.798	0.005	1.11	42	"SCIE"	"HEMATOLOGY"
7365	"HEALTH POLICY & SERVICES - SSCI"	5297	2.229	0.6	2.371	0.777	0.008	0.981	127	"SSCI"	"HEALTH POLICY & SERVICES"
7365	"HEALTH CARE SCIENCES & SERVICES - SCIE"	5297	2.229	0.6	2.371	0.777	0.008	0.981	127	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7366	"HEMATOLOGY - SCIE"	5140	18.959	3.46	16.564	15.362	0.015	6.065	44	"SCIE"	"HEMATOLOGY"
7367	"HEALTH CARE SCIENCES & SERVICES - SCIE"	5052	6.184	1.46	5.234	2.547	0.006	1.416	135	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7368	"HEMATOLOGY - SCIE"	5051	2.49	0.57	2.378	0.696	0.006	0.608	239	"SCIE"	"HEMATOLOGY"
2639	"HEALTH CARE SCIENCES & SERVICES - SCIE"	5051	2.118	0.97	3.019	0.613	0.004	0.769	117	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7369	"HEALTH POLICY & SERVICES - SSCI"	4873	3.377	1.13	3.891	0.709	0.009	1.097	153	"SSCI"	"HEALTH POLICY & SERVICES"
7369	"HEALTH CARE SCIENCES & SERVICES - SCIE"	4873	3.377	1.13	3.891	0.709	0.009	1.097	153	"SCIE"	"HEALTH CARE SCIENCES & SERVICES"
7370	"HEMATOLOGY - SCIE"	4840	1.289	0.35	1.337	0.457	0.004	0.357	249	"SCIE"	"HEMATOLOGY"
